,carat,cut,color,clarity,depth,table,price,x,y,z
20538,1.2,Ideal,E,VS2,61.3,56.0,10214,6.89,6.84,4.21
25372,1.29,Very Good,D,VVS1,60.8,55.0,17932,7.03,7.12,4.3
18800,1.51,Very Good,J,VS2,59.7,59.0,8735,7.51,7.47,4.47
6344,0.9,Premium,E,SI2,61.7,57.0,4133,6.23,6.21,3.84
6139,0.94,Premium,E,SI2,62.4,58.0,4098,6.26,6.33,3.93
785,0.9,Premium,J,SI1,62.8,59.0,2871,6.13,6.03,3.82
30403,0.33,Ideal,F,VS2,61.1,56.0,804,4.47,4.5,2.74
23173,1.5,Very Good,F,VS2,59.7,56.0,13537,7.42,7.46,4.44
27734,0.44,Very Good,F,SI2,61.9,59.0,711,4.85,4.9,3.02
31778,0.3,Ideal,H,SI1,62.1,56.0,465,4.3,4.32,2.67
8036,1.02,Fair,H,VS2,64.6,61.0,4462,6.32,6.24,4.06
8315,0.27,Ideal,D,VVS2,61.5,56.0,586,4.15,4.18,2.56
6313,0.89,Ideal,F,SI1,62.1,55.0,4127,6.15,6.18,3.83
22052,1.51,Ideal,H,VS1,60.8,57.0,11856,7.43,7.46,4.53
18556,0.31,Very Good,F,VS2,61.4,62.0,625,4.32,4.34,2.66
2169,0.74,Ideal,F,VS1,62.3,57.0,3170,5.79,5.77,3.6
14138,1.96,Fair,I,I1,66.8,55.0,6147,7.62,7.6,5.08
18693,1.05,Ideal,G,VVS2,62.2,56.0,8645,6.49,6.53,4.05
26417,0.34,Premium,H,VVS1,61.2,58.0,672,4.48,4.51,2.75
11826,1.21,Ideal,J,SI1,61.9,54.0,5341,6.85,6.88,4.25
25833,0.3,Ideal,F,VS1,62.2,54.4,652,4.3,4.33,2.68
6591,0.78,Ideal,D,VS2,62.3,54.0,4183,5.87,5.91,3.67
37226,0.38,Premium,D,VS2,58.8,61.0,1117,4.74,4.71,2.78
7597,0.92,Premium,E,SI1,61.3,58.0,4379,6.19,6.25,3.81
42138,0.53,Ideal,H,VS1,61.7,56.0,1678,5.21,5.23,3.22
24323,2.1,Ideal,I,SI2,61.9,56.0,15653,8.22,8.2,5.08
4652,0.4,Ideal,G,SI2,62.6,54.0,573,4.73,4.76,2.97
28226,0.32,Very Good,H,VVS1,62.9,58.0,730,4.34,4.37,2.74
33210,0.31,Ideal,F,IF,62.1,54.0,914,4.33,4.37,2.7
19799,0.34,Premium,D,SI1,61.2,58.0,626,4.47,4.49,2.74
42359,0.56,Ideal,E,SI1,62.7,57.0,1698,5.27,5.23,3.29
7069,1.18,Premium,J,SI2,61.3,60.0,4274,6.83,6.78,4.17
47898,0.76,Premium,E,SI2,60.0,59.0,2399,5.94,5.9,3.55
42417,0.55,Premium,E,VS2,58.1,62.0,1708,5.46,5.38,3.15
47110,0.62,Very Good,D,VS2,59.2,59.1,2311,5.55,5.6,3.3
5744,1.01,Good,D,SI2,64.0,59.0,4004,6.34,6.28,4.04
17438,1.51,Good,H,SI2,63.1,60.0,7723,7.23,7.28,4.58
29504,0.36,Ideal,F,VS1,60.7,59.0,775,4.59,4.61,2.79
26039,0.4,Ideal,J,VVS2,62.5,53.0,662,4.74,4.79,2.98
11951,1.01,Fair,D,SI1,66.0,57.0,5385,6.29,6.22,4.13
929,0.73,Premium,E,VS2,62.0,60.0,2902,5.76,5.73,3.56
48969,0.71,Very Good,E,SI1,59.7,58.0,2574,5.76,5.8,3.45
22852,1.52,Very Good,E,VS2,60.3,59.0,13001,7.43,7.52,4.51
8767,1.14,Very Good,H,SI2,63.3,57.0,4615,6.6,6.63,4.19
11120,0.4,Ideal,I,SI1,61.6,56.0,596,4.68,4.74,2.9
28797,0.4,Good,I,VVS2,59.7,62.0,750,4.75,4.79,2.85
11738,0.26,Ideal,E,VVS2,61.5,56.0,599,4.08,4.11,2.52
44014,0.5,Ideal,G,VVS2,61.4,56.0,1867,5.13,5.17,3.16
2011,0.71,Ideal,D,VS2,61.2,56.0,3135,5.76,5.78,3.53
17297,0.29,Ideal,E,VS1,61.2,56.0,619,4.27,4.29,2.61
40379,0.41,Ideal,G,IF,61.7,56.0,1431,4.8,4.77,2.95
46893,0.27,Ideal,H,VS2,60.5,57.0,397,4.17,4.19,2.53
44179,0.5,Ideal,G,VVS1,62.2,54.0,1883,5.1,5.13,3.18
18990,1.23,Premium,F,VS2,59.6,58.0,8855,6.94,7.02,4.16
27840,0.38,Ideal,E,VS2,61.5,56.0,717,4.65,4.69,2.87
21312,1.01,Ideal,D,VVS2,61.1,57.0,11057,6.49,6.47,3.96
26167,0.33,Ideal,F,VS2,60.5,55.0,666,4.47,4.55,2.73
39332,0.53,Good,I,VS1,64.3,55.0,1315,5.17,5.13,3.31
49433,0.81,Very Good,I,VS1,63.2,59.0,2655,5.9,5.84,3.71
16390,0.33,Very Good,H,VVS2,61.8,57.0,614,4.43,4.46,2.74
11172,1.22,Premium,I,SI2,62.9,56.0,5165,6.84,6.79,4.29
40603,0.51,Ideal,E,SI1,61.7,55.0,1443,5.17,5.13,3.18
22967,2.13,Premium,J,SI2,62.6,58.0,13148,8.21,8.18,5.13
36129,0.4,Ideal,E,VS1,61.2,57.0,1053,4.74,4.77,2.91
45734,0.7,Ideal,E,SI2,62.9,56.0,2100,5.66,5.6,3.54
42903,0.3,Premium,I,VVS2,61.8,58.0,526,4.28,4.33,2.66
49210,0.76,Very Good,E,SI1,63.2,57.0,2613,5.8,5.75,3.65
18019,1.11,Ideal,G,VS1,61.4,57.0,8112,6.68,6.65,4.09
1141,0.57,Very Good,D,VVS1,60.4,57.0,2945,5.39,5.44,3.27
10233,0.82,Ideal,F,VS2,61.3,56.0,4931,6.02,6.05,3.7
15434,0.32,Good,F,SI2,63.1,56.0,421,4.34,4.38,2.75
16743,1.55,Premium,H,SI2,62.0,56.0,7319,7.41,7.37,4.58
3134,0.3,Ideal,H,VVS2,62.5,54.0,567,4.3,4.3,2.7
39758,0.39,Premium,G,IF,59.0,60.0,1362,4.78,4.75,2.81
47732,0.7,Ideal,D,SI2,61.6,56.0,2384,5.73,5.69,3.52
18626,1.55,Premium,H,VS1,60.8,60.0,8593,7.54,7.5,4.57
17858,1.15,Premium,F,VS1,62.7,58.0,8018,6.72,6.67,4.2
34591,0.24,Very Good,E,VVS2,63.4,57.0,485,3.95,3.97,2.51
42849,0.52,Ideal,H,VVS1,61.7,55.0,1754,5.17,5.2,3.2
28011,0.42,Good,F,SI1,63.4,56.0,722,4.76,4.8,3.03
36027,0.4,Premium,F,VS1,60.5,60.0,1050,4.8,4.76,2.89
10213,0.93,Very Good,F,VS2,62.7,58.0,4925,6.21,6.27,3.91
36788,0.48,Good,G,VS2,65.4,59.0,1088,4.79,4.88,3.16
48540,0.7,Very Good,G,VS2,62.7,57.0,2507,5.65,5.7,3.56
24950,2.01,Premium,F,SI2,60.3,60.0,16881,8.11,8.08,4.88
36268,0.41,Premium,G,VS2,61.3,57.0,1061,4.8,4.76,2.93
35426,0.5,Ideal,F,SI2,61.6,57.0,1016,5.14,5.08,3.15
17514,1.61,Very Good,I,SI2,60.9,63.0,7775,7.54,7.5,4.58
13749,1.7,Very Good,F,I1,63.1,56.0,5998,7.62,7.51,4.78
10516,1.01,Very Good,I,SI2,62.2,59.0,5000,6.36,6.41,3.97
34587,0.4,Ideal,I,SI2,61.0,58.0,484,4.74,4.77,2.9
7461,1.15,Premium,J,SI1,62.3,55.0,4347,6.76,6.66,4.18
38392,0.57,Premium,E,SI2,61.0,60.0,1228,5.32,5.36,3.26
47583,0.7,Premium,H,VS1,60.5,58.0,2364,5.77,5.73,3.48
39832,0.5,Fair,G,VS1,66.8,56.0,1367,4.85,4.91,3.26
9342,1.05,Ideal,I,SI2,61.8,59.0,4723,6.53,6.49,4.02
12336,1.11,Ideal,I,VS2,61.7,55.0,5506,6.66,6.69,4.12
37437,0.38,Ideal,E,VS1,62.2,54.1,1133,4.63,4.65,2.89
9428,1.03,Very Good,H,SI2,61.3,56.0,4745,6.5,6.53,3.99
38244,0.3,Ideal,H,VS1,60.8,57.0,503,4.31,4.34,2.63
48458,0.25,Very Good,D,VVS2,61.1,59.0,548,4.03,4.05,2.47
1998,0.75,Ideal,E,SI2,62.6,55.0,3129,5.72,5.79,3.6
24364,2.07,Very Good,I,SI1,63.1,59.0,15751,8.11,8.02,5.09
34624,0.5,Good,D,SI2,63.7,60.0,979,5.09,5.02,3.22
2282,0.92,Premium,I,SI1,62.9,60.0,3190,6.18,6.13,3.87
28939,0.32,Premium,D,SI1,58.3,58.0,756,4.54,4.49,2.63
28669,0.34,Ideal,E,VS2,62.5,55.0,745,4.46,4.5,2.8
13392,1.01,Very Good,F,SI1,62.4,59.0,5861,6.37,6.42,3.99
22785,1.58,Ideal,H,VVS2,62.0,56.0,12897,7.44,7.49,4.63
6439,1.0,Good,I,VS2,59.7,64.0,4155,6.51,6.45,3.87
27997,0.33,Ideal,I,VVS2,61.0,56.0,722,4.48,4.51,2.74
6031,1.01,Good,F,SI2,63.6,59.0,4072,6.38,6.34,4.04
33154,0.3,Ideal,D,VS2,62.8,57.0,911,4.29,4.25,2.68
30373,0.34,Premium,I,VVS1,61.9,58.0,803,4.52,4.43,2.77
34396,0.41,Very Good,F,SI1,63.2,59.0,969,4.72,4.68,2.97
11777,1.04,Ideal,F,SI1,61.3,55.0,5321,6.51,6.53,4.0
19539,1.5,Very Good,I,VS1,60.8,63.0,9281,7.37,7.41,4.49
17154,1.0,Good,E,VS1,60.1,63.0,7556,6.42,6.45,3.87
40486,0.5,Ideal,F,VS2,61.2,57.0,1436,5.1,5.13,3.13
40312,0.54,Ideal,G,VS2,61.5,55.0,1422,5.24,5.27,3.23
11381,1.1,Very Good,D,SI2,61.6,57.0,5226,6.61,6.67,4.09
4658,0.31,Premium,H,SI1,61.1,55.0,573,4.39,4.35,2.67
12497,1.2,Good,E,SI2,63.3,55.0,5544,6.73,6.77,4.27
9101,1.01,Very Good,I,SI1,62.1,58.0,4681,6.37,6.39,3.96
10058,1.04,Premium,H,SI1,62.6,59.0,4890,6.43,6.47,4.04
34610,0.31,Ideal,F,IF,61.8,54.0,979,4.33,4.37,2.69
20584,1.57,Ideal,I,VS2,62.7,56.0,10278,7.36,7.4,4.63
36636,0.4,Premium,I,VVS1,61.5,58.0,1080,4.76,4.7,2.91
37822,0.39,Premium,G,VVS1,59.9,59.0,1170,4.75,4.73,2.84
5889,1.01,Premium,G,SI2,61.8,58.0,4038,6.39,6.36,3.94
14376,1.56,Good,I,SI1,64.0,57.0,6246,7.32,7.28,4.67
19086,1.36,Ideal,G,SI1,61.0,56.0,8927,7.17,7.2,4.38
24306,2.02,Premium,H,SI2,61.4,59.0,15606,8.15,8.08,4.98
48792,0.72,Ideal,H,VS2,62.3,52.0,2548,5.76,5.82,3.61
16715,1.03,Ideal,F,VS1,60.7,56.0,7296,6.54,6.6,3.99
36576,0.53,Ideal,F,SI2,62.2,53.0,1078,5.19,5.22,3.24
29808,0.31,Good,H,VVS1,63.7,56.0,786,4.33,4.3,2.75
47574,0.8,Good,G,SI2,62.8,58.0,2363,5.86,5.9,3.69
33703,0.35,Good,E,VS1,61.3,65.0,938,4.51,4.53,2.77
10651,1.01,Ideal,H,SI1,62.3,55.0,5029,6.46,6.45,4.02
34542,0.4,Ideal,E,VS2,62.6,57.0,975,4.73,4.7,2.95
32402,0.28,Good,J,VVS2,58.4,60.0,375,4.27,4.33,2.51
16977,1.04,Ideal,G,VS1,61.8,56.0,7467,6.5,6.52,4.02
24995,2.01,Very Good,H,SI1,61.5,60.0,17003,8.09,8.01,4.95
3744,0.31,Ideal,D,SI1,61.9,57.0,571,4.33,4.36,2.69
17373,1.02,Premium,F,VS1,62.8,58.0,7677,6.44,6.4,4.03
38211,0.73,Premium,F,I1,59.3,61.0,1207,5.88,5.75,3.46
47833,0.7,Very Good,E,SI1,59.6,63.0,2396,5.72,5.65,3.39
23377,1.27,Ideal,F,VVS2,61.0,57.0,13823,6.98,7.02,4.27
1875,0.7,Premium,G,VVS1,61.2,56.0,3105,5.75,5.68,3.5
22190,1.56,Ideal,H,SI1,62.2,55.0,12082,7.41,7.45,4.62
3760,0.96,Fair,E,SI2,65.6,58.0,3533,6.11,6.15,4.02
48365,0.7,Premium,G,VS2,61.8,60.0,2479,5.66,5.63,3.49
35820,0.31,Very Good,H,VS2,60.5,63.0,489,4.33,4.37,2.63
13654,1.05,Very Good,D,SI1,59.3,59.0,5952,6.63,6.69,3.95
13146,1.03,Good,H,SI2,63.8,63.0,5768,6.36,6.3,4.04
37383,0.45,Very Good,E,VS2,61.8,58.0,1129,4.9,4.94,3.04
15812,1.06,Very Good,G,VS2,59.8,58.0,6818,6.64,6.7,3.99
3321,1.04,Good,J,SI2,64.2,59.0,3425,6.47,6.38,4.13
47665,0.77,Premium,I,VS2,60.3,58.0,2375,5.96,5.94,3.59
22432,1.4,Premium,F,VS1,58.8,61.0,12401,7.35,7.32,4.31
3311,0.76,Ideal,H,VVS1,61.8,57.0,3423,5.82,5.86,3.61
47019,0.5,Ideal,E,VVS2,61.8,53.6,2297,5.1,5.13,3.16
44299,0.53,Premium,D,VS2,60.2,58.0,1904,5.26,5.23,3.16
47158,0.56,Ideal,F,VS2,62.7,55.0,2318,5.32,5.27,3.32
12743,1.0,Ideal,E,SI1,62.7,57.0,5622,6.39,6.49,4.04
45639,0.77,Premium,I,SI1,60.4,58.0,2089,5.96,5.99,3.61
44363,0.57,Very Good,H,VVS1,59.6,58.0,1914,5.4,5.43,3.23
8210,1.0,Good,E,SI2,63.3,58.0,4496,6.32,6.35,4.01
44199,0.72,Very Good,J,SI1,58.3,62.0,1886,5.87,5.93,3.44
17740,1.43,Fair,E,SI1,65.1,56.0,7928,7.1,7.03,4.61
21386,1.31,Very Good,G,VVS2,62.2,59.0,11108,6.91,6.98,4.32
16018,1.1,Very Good,G,VS1,60.3,62.0,6951,6.72,6.67,4.04
34285,0.41,Ideal,G,VS1,61.6,57.0,961,4.77,4.74,2.93
15114,0.3,Premium,H,VS2,62.5,59.0,608,4.28,4.23,2.66
22207,2.02,Premium,D,SI2,61.1,57.0,12108,8.12,8.05,4.94
4492,1.0,Premium,G,SI2,61.4,61.0,3713,6.35,6.32,3.89
22054,1.42,Premium,G,VS1,61.7,55.0,11861,7.29,7.24,4.48
3112,0.3,Ideal,H,SI1,62.0,58.0,407,4.25,4.33,2.66
44602,0.54,Ideal,D,VS1,62.0,56.0,1941,5.21,5.25,3.24
35634,0.38,Premium,F,VS2,61.9,59.0,1026,4.66,4.61,2.87
33623,0.37,Ideal,H,IF,61.8,55.0,936,4.65,4.67,2.88
47971,0.7,Good,F,SI1,58.7,60.0,2409,5.75,5.81,3.39
4912,0.61,Good,F,SI2,62.5,65.0,3807,5.36,5.29,3.33
5463,1.01,Premium,I,SI1,61.6,58.0,3944,6.45,6.51,3.99
22760,1.53,Ideal,H,VVS2,61.9,57.0,12848,7.39,7.35,4.56
27005,0.34,Very Good,H,VS2,63.3,56.0,689,4.45,4.39,2.8
5482,0.91,Premium,D,SI2,62.4,56.0,3949,6.2,6.17,3.86
31337,0.32,Premium,H,IF,61.2,58.0,842,4.37,4.39,2.68
12605,1.24,Premium,F,SI2,62.8,60.0,5583,6.84,6.82,4.29
47831,0.71,Good,F,SI1,66.2,55.0,2396,5.49,5.53,3.65
3828,0.72,Ideal,D,SI1,60.5,56.0,3550,5.79,5.84,3.52
16724,1.34,Premium,D,SI2,61.5,58.0,7305,7.04,7.07,4.34
30502,0.36,Ideal,E,SI1,62.9,56.0,810,4.57,4.52,2.86
37465,0.4,Ideal,J,VVS1,61.9,56.0,1136,4.74,4.79,2.95
37755,0.4,Ideal,F,VVS2,61.7,56.0,1163,4.74,4.72,2.92
29075,0.27,Ideal,F,VVS1,62.5,56.0,760,4.1,4.14,2.57
37418,0.54,Good,H,SI1,59.4,65.0,1131,5.31,5.22,3.13
17543,1.23,Very Good,D,SI1,59.7,58.0,7799,6.96,7.02,4.17
17709,1.56,Premium,J,VS2,61.7,58.0,7904,7.46,7.41,4.59
43056,0.55,Very Good,F,VS2,61.6,56.1,1777,5.29,5.31,3.27
21180,1.61,Very Good,E,SI2,63.0,59.9,10891,7.42,7.45,4.68
6796,0.33,Very Good,E,SI1,62.0,60.0,579,4.38,4.43,2.73
5808,1.14,Premium,D,I1,61.8,59.0,4022,6.74,6.62,4.13
30519,0.42,Very Good,D,SI1,62.8,58.0,810,4.76,4.79,3.0
17839,1.21,Ideal,G,VS2,61.8,57.0,8001,6.83,6.79,4.21
5410,0.91,Good,F,SI1,63.7,58.0,3924,6.09,6.02,3.86
8333,0.35,Good,E,SI2,64.0,55.0,588,4.49,4.45,2.86
30119,0.35,Ideal,F,VVS2,61.6,58.0,795,4.5,4.53,2.78
29538,0.3,Ideal,F,VS2,61.6,57.0,776,4.33,4.3,2.66
2800,0.26,Very Good,H,VVS2,63.4,55.0,565,4.06,4.05,2.57
42604,0.3,Good,E,SI1,63.4,56.0,526,4.23,4.25,2.69
10332,1.01,Good,H,VS2,63.5,61.0,4959,6.24,6.32,3.99
45496,0.72,Very Good,J,VS1,64.0,57.0,2066,5.67,5.71,3.64
24000,1.73,Very Good,G,VS1,62.8,57.0,15014,7.57,7.72,4.8
29033,0.32,Very Good,D,VS2,62.0,57.0,758,4.38,4.42,2.73
19835,1.5,Ideal,I,VS1,62.8,57.0,9533,7.24,7.28,4.56
46546,0.71,Ideal,G,SI1,60.6,57.0,2233,5.72,5.8,3.49
40583,0.56,Ideal,G,SI1,62.5,56.0,1441,5.28,5.21,3.28
4378,0.9,Very Good,G,SI1,63.0,57.0,3681,6.13,6.19,3.88
41689,0.31,Ideal,I,SI1,63.0,57.0,523,4.34,4.32,2.73
28933,0.36,Premium,E,SI1,62.2,59.0,756,4.57,4.53,2.83
21259,1.5,Ideal,H,SI1,62.0,55.0,10989,7.29,7.34,4.54
6716,0.84,Very Good,D,SI1,59.9,54.0,4205,6.2,6.23,3.72
26512,0.3,Good,G,VS2,63.9,55.0,675,4.28,4.27,2.73
28369,0.31,Premium,E,VS1,60.5,59.0,734,4.36,4.37,2.64
2261,0.73,Very Good,E,VS2,62.9,58.0,3184,5.7,5.75,3.6
40197,0.5,Ideal,E,SI1,61.9,55.0,1409,5.18,5.12,3.19
20389,1.5,Premium,H,SI1,61.4,58.0,10080,7.41,7.28,4.51
42070,0.51,Good,D,VS2,63.1,58.0,1668,5.08,5.13,3.22
32327,0.3,Ideal,G,VVS2,61.5,56.0,878,4.34,4.31,2.66
42752,0.5,Premium,G,VS1,61.0,59.0,1746,5.14,5.09,3.12
11190,1.18,Good,D,SI2,60.7,63.0,5168,6.77,6.81,4.12
17569,1.13,Very Good,G,VS1,60.7,57.0,7815,6.68,6.72,4.07
34775,0.35,Ideal,E,VS2,61.6,55.0,984,4.54,4.49,2.78
193,0.7,Very Good,F,VS2,63.6,57.0,2780,5.61,5.65,3.58
46571,0.7,Ideal,F,SI2,60.6,57.2,2237,5.75,5.77,3.49
49618,0.72,Fair,E,VS2,64.4,59.0,2691,5.67,5.64,3.64
8770,1.01,Premium,F,SI2,61.7,60.0,4616,6.42,6.36,3.94
30795,0.27,Premium,F,IF,61.7,57.0,820,4.21,4.12,2.57
21909,3.65,Fair,H,I1,67.1,53.0,11668,9.53,9.48,6.38
33539,0.43,Premium,G,SI1,62.6,59.0,929,4.82,4.8,3.01
31259,0.33,Ideal,G,VVS1,62.0,55.0,838,4.45,4.49,2.77
43355,0.72,Premium,F,SI2,61.1,59.0,1806,5.83,5.79,3.55
17862,1.1,Very Good,G,VVS1,61.5,57.0,8020,6.61,6.66,4.08
18230,0.37,Very Good,G,SI2,63.4,57.0,624,4.57,4.55,2.89
28803,0.34,Ideal,G,VVS2,62.4,53.0,751,4.49,4.52,2.81
12466,1.04,Good,G,VS2,61.4,65.0,5535,6.53,6.47,3.99
30483,0.37,Ideal,G,VS1,61.0,55.0,810,4.66,4.68,2.85
47337,0.72,Premium,H,SI1,59.9,58.0,2334,5.85,5.81,3.49
24370,2.0,Fair,H,SI1,65.6,58.0,15762,7.92,7.76,5.15
14868,1.26,Premium,H,SI1,62.1,57.0,6435,6.94,6.88,4.29
14567,1.15,Ideal,G,SI1,62.0,55.0,6313,6.72,6.76,4.18
16789,1.01,Premium,G,IF,61.3,58.0,7352,6.48,6.4,3.95
49441,0.7,Ideal,E,SI1,62.6,57.0,2656,5.64,5.67,3.54
26649,0.31,Ideal,E,VS2,62.0,56.0,680,4.34,4.37,2.7
49653,0.7,Ideal,E,VS2,62.8,57.0,2697,5.71,5.62,3.56
42856,0.54,Ideal,G,VS1,62.3,55.0,1754,5.2,5.24,3.25
6317,0.91,Premium,H,VS2,61.9,59.0,4128,6.23,6.18,3.84
44619,0.57,Premium,D,VS2,61.9,58.0,1944,5.32,5.35,3.3
6581,1.01,Good,E,SI1,64.3,59.0,4181,6.31,6.28,4.05
26955,0.4,Good,E,SI1,63.9,55.0,687,4.67,4.72,3.0
34215,0.31,Premium,F,VVS1,62.4,60.0,959,4.31,4.28,2.68
32174,0.4,Ideal,G,SI1,60.9,55.0,873,4.82,4.79,2.93
33110,0.3,Premium,E,VS1,61.3,59.0,911,4.33,4.28,2.64
23852,1.51,Good,F,VVS2,63.7,58.0,14654,7.18,7.24,4.59
46087,0.63,Ideal,E,VS2,62.1,56.0,2156,5.54,5.51,3.43
44096,0.52,Ideal,G,VVS2,61.6,56.0,1878,5.18,5.15,3.18
20961,1.71,Very Good,I,SI1,62.4,59.0,10681,7.63,7.6,4.75
9168,1.13,Fair,I,VS2,55.9,67.0,4695,7.05,6.94,3.9
25634,2.09,Premium,H,SI1,61.1,56.0,18559,8.3,8.23,5.05
48797,0.71,Very Good,G,VS2,63.3,56.0,2549,5.67,5.74,3.61
30600,0.3,Ideal,E,VVS1,61.0,56.0,813,4.34,4.38,2.66
19900,1.2,Very Good,F,VS1,62.9,57.0,9586,6.73,6.78,4.25
7368,1.01,Premium,G,SI2,60.1,61.0,4327,6.6,6.55,3.95
2044,1.02,Very Good,E,I1,60.6,63.0,3141,6.46,6.52,3.93
7156,1.02,Premium,H,SI2,60.9,59.0,4284,6.51,6.46,3.95
16288,1.01,Very Good,E,VS1,60.9,55.0,7094,6.48,6.58,3.98
7851,1.05,Very Good,G,SI1,59.1,57.0,4429,6.63,6.73,3.95
42946,0.57,Ideal,F,VS2,62.1,55.0,1760,5.35,5.31,3.31
44900,0.7,Good,F,SI2,63.3,58.0,1978,5.57,5.61,3.54
13615,1.23,Ideal,H,SI1,62.3,57.0,5938,6.85,6.89,4.28
30462,0.4,Premium,H,VS1,62.4,60.0,807,4.69,4.74,2.94
1492,0.71,Ideal,F,VS1,61.1,57.0,3013,5.76,5.82,3.54
47818,0.7,Premium,I,VS1,62.4,59.0,2394,5.64,5.55,3.49
778,0.74,Ideal,H,SI1,62.1,56.0,2870,5.77,5.83,3.6
9885,0.31,Ideal,D,SI2,62.9,54.0,593,4.35,4.3,2.72
31600,0.5,Fair,E,SI2,58.0,67.0,851,5.26,5.17,3.02
9277,0.32,Very Good,H,SI1,63.5,57.0,591,4.39,4.34,2.77
35292,0.31,Premium,E,VVS1,61.8,59.0,1012,4.33,4.31,2.67
23567,1.51,Premium,F,VS2,62.0,60.0,14165,7.23,7.35,4.52
21174,1.01,Ideal,E,VVS1,62.2,57.0,10887,6.38,6.44,3.99
5374,0.9,Very Good,H,VS2,63.1,60.0,3919,6.12,6.08,3.85
24173,1.57,Ideal,G,VS1,61.2,57.0,15301,7.53,7.6,4.63
40572,0.54,Ideal,E,SI1,60.6,58.0,1440,5.27,5.29,3.2
16232,1.02,Good,F,VS1,63.7,57.0,7068,6.35,6.39,4.06
14849,1.22,Very Good,I,VS2,59.6,58.0,6419,6.95,6.98,4.15
8259,1.0,Good,F,SI1,62.5,57.0,4504,6.28,6.39,3.96
32762,0.31,Ideal,F,VVS1,62.1,56.0,897,4.35,4.38,2.71
5827,0.71,Ideal,D,VS2,60.1,56.0,4029,5.77,5.83,3.48
32808,0.41,Premium,G,VS1,62.6,58.0,899,4.7,4.75,2.96
26957,0.4,Good,E,SI1,63.5,58.0,687,4.65,4.67,2.96
32698,0.3,Premium,E,VVS1,61.3,59.0,895,4.28,4.33,2.64
11240,0.92,Very Good,G,VVS2,62.3,57.0,5183,6.19,6.27,3.88
29492,0.3,Very Good,G,IF,61.4,58.0,774,4.27,4.33,2.64
47841,0.31,Good,E,SI1,63.4,55.0,544,4.31,4.33,2.74
11639,1.21,Good,I,VS2,63.4,57.0,5290,6.72,6.79,4.28
6816,1.05,Ideal,H,SI1,62.0,56.0,4223,6.53,6.46,4.03
43472,0.52,Ideal,E,VS2,61.1,55.0,1815,5.27,5.2,3.2
31655,0.47,Very Good,J,VS1,63.0,60.0,854,4.92,4.95,3.11
14140,1.37,Very Good,G,SI2,62.4,58.0,6148,7.0,7.1,4.4
34228,0.42,Ideal,G,VVS2,62.3,53.0,961,4.83,4.86,3.02
4493,1.02,Premium,I,SI1,60.2,60.0,3713,6.45,6.39,3.87
13074,1.2,Premium,H,SI1,62.2,58.0,5746,6.78,6.72,4.2
29304,0.2,Very Good,E,VS2,63.4,59.0,367,3.74,3.71,2.36
13686,1.01,Premium,E,SI1,60.0,59.0,5973,6.53,6.47,3.9
13947,1.01,Very Good,F,VS2,62.3,59.0,6073,6.37,6.44,3.99
11002,1.09,Ideal,H,SI1,61.1,57.0,5125,6.62,6.71,4.07
7230,1.01,Very Good,H,SI1,62.3,57.0,4306,6.36,6.42,3.98
28365,0.31,Premium,D,VS2,62.0,59.0,734,4.32,4.36,2.69
10412,1.0,Very Good,H,VS2,60.7,60.0,4978,6.55,6.49,3.96
5075,0.91,Premium,D,SI2,62.7,59.0,3848,6.17,6.21,3.88
24264,1.53,Ideal,G,VVS2,61.0,55.0,15505,7.5,7.44,4.56
21778,1.51,Very Good,I,VVS1,62.0,58.0,11512,7.27,7.31,4.52
42409,0.52,Ideal,E,VS2,61.7,56.0,1708,5.13,5.18,3.18
19330,1.24,Ideal,E,VS2,62.9,56.0,9111,6.84,6.79,4.29
48005,0.7,Ideal,D,SI2,62.0,57.0,2415,5.68,5.65,3.51
4088,1.05,Fair,F,SI2,66.0,60.0,3615,6.3,6.22,4.13
18351,1.0,Premium,F,VVS2,61.2,60.0,8400,6.43,6.38,3.92
34518,0.34,Ideal,G,IF,61.9,54.0,974,4.5,4.52,2.79
4249,0.9,Good,F,SI1,62.8,64.0,3659,6.18,5.99,3.82
23383,1.51,Ideal,G,VS2,62.3,54.0,13828,7.35,7.33,4.57
8472,1.31,Premium,H,SI2,61.7,59.0,4548,7.03,6.98,4.32
42864,0.54,Ideal,E,VS2,61.7,55.0,1754,5.24,5.27,3.24
8787,0.8,Ideal,D,VS1,62.4,56.0,4619,5.94,5.98,3.72
22010,1.77,Very Good,G,SI1,63.1,57.0,11796,7.68,7.63,4.83
12109,1.02,Premium,H,VS2,61.7,58.0,5426,6.45,6.41,3.97
6142,0.9,Very Good,I,VVS1,61.3,59.0,4099,6.17,6.2,3.79
38429,0.5,Premium,F,SI1,61.7,57.0,1231,5.09,5.06,3.13
46738,0.8,Very Good,H,SI2,59.7,58.0,2263,6.03,6.09,3.62
15037,1.02,Ideal,F,VS2,62.9,57.0,6509,6.42,6.33,4.01
9031,0.9,Good,G,VVS2,62.6,58.0,4668,6.1,6.13,3.83
20980,1.51,Premium,F,SI1,62.2,58.0,10693,7.27,7.29,4.53
2659,1.0,Very Good,I,SI2,62.4,63.0,3276,6.44,6.35,3.99
141,0.73,Premium,G,VS2,61.4,59.0,2770,5.83,5.76,3.56
2597,0.75,Ideal,E,VS2,62.4,57.0,3263,5.76,5.81,3.61
